Name,Age,Gender,From,Real Time Position,Industry,Company
Bob Gaglardi,77,Male,Netherlands,1248.0,Real Estate ,Hotels
Gordon Getty,84,Male,Netherlands,1157.0,Energy ,Getty oil
Philippe Ginestet,64,Male,Netherlands,1249.0,Fashion & Retail ,Retail stores
Sanjiv Goenka,57,Male,Netherlands,1283.0,Diversified ,Diversified
Alec Gores,65,Male,Netherlands,1139.0,Finance and Investments ,Private equity
David Hains,87,Male,Australia,1255.0,Finance and Investments ,Investment
Bahaa Hariri,52,Male,Australia,1162.0,Real Estate ,"Real estate, investments, logistics"
William Heinecke,69,Male,Australia,1551.0,Real Estate ,Hotels
Huang Huang,51,Male,People'S Republic Of China,1242.0,Real Estate ,Real estate
Huang Huang,70,Male,People'S Republic Of China,1263.0,Construction & Engineering ,Construction
Ravi Jaipuria,63,Male,People'S Republic Of China,1123.0,Food and Beverage ,Soft drinks
Jiang Jiang,55,Male,People'S Republic Of China,1200.0,Real Estate ,Real estate
Manuel Jove,77,Male,People'S Republic Of China,1213.0,Real Estate ,Real estate
Willibert Krueger,77,Male,Germany,1225.0,Food and Beverage ,Food processing
Kuok Kuok,68,Male,Singapore,1136.0,Manufacturing ,Palm oil
Christian Latouche,77,Male,France,1175.0,Finance and Investments ,Accounting services
Guenther Lehmann,-9999,Male,Germany,1203.0,Fashion & Retail ,Drugstores
Li Li,65,Male,China,1260.0,Manufacturing ,Paper & related products
Li Li,67,Male,China,1211.0,Healthcare ,Medical devices
Liang Liang,49,Male,China,1214.0,Food and Beverage ,Nutrition supplements
Brandt Louie,74,Male,China,1232.0,Food and Beverage ,Drugstores
Catherine Lozick,73,Male,United States,1239.0,Manufacturing ,Valve manufacturing
Igor Makarov,56,Male,United States,1181.0,Energy ,Investments
Mao Mao,77,Male,China,1208.0,Technology ,Cooking appliances
Harsh Mariwala,67,Male,China,1088.0,Food and Beverage ,Consumer goods
Martin Moller nielsen,53,Male,China,1183.0,Logistics ,Aircraft leasing
David Murdock,95,Male,United States,1205.0,Food and Beverage ,"Dole, real estate"
N.r. Murthy,71,Male,United States,1156.0,Technology ,Software services
Georg Nemetschek,84,Male,United States,922.0,Technology ,Software
Vikas Oberoi,47,Male,India,1143.0,Real Estate ,Real estate
Maja Oeri,63,Female,India,1194.0,Healthcare ,Roche holding
Ong Ong beng seng,73,NaN,India,1279.0,Diversified ,Diversified
H. Perot,59,NaN,United States,1177.0,Real Estate ,Real estate
Tor Peterson,53,NaN,United States,1126.0,Metals & Mining ,Commodities
Heloise Pratt,55,Female,United States,1206.0,Manufacturing ,"Manufacturing, investment"
Alexey Repik,38,Male,Russia,1164.0,Healthcare ,Pharmaceuticals
Shin Shin,64,Male,Russia,1178.0,Finance and Investments ,Insurance
Kavitark Shriram,61,Male,Russia,1145.0,Technology ,"Venture capital, google"
Sylvia Stroeher,63,Male,Russia,1250.0,Fashion & Retail ,Cosmetics
Katsumi Tada,72,Male,Russia,1154.0,Real Estate ,Real estate
Tang Tang,84,Male,Russia,1196.0,Real Estate ,Real estate
Georg Von opel,52,Male,Russia,1176.0,Finance and Investments ,"Real estate, investments"
David Walentas,79,Male,United States,1174.0,Real Estate ,Real estate
Ronald Wanek,77,Male,United States,1297.0,Manufacturing ,Furniture
Wang Wang,53,Male,United States,1344.0,Media & Entertainment ,"Tv, movie production"
Wang Wang,53,Male,United States,1055.0,Technology ,Business software
Ye Ye,56,Male,China,1188.0,Diversified ,Conglomerate
Zhu Zhu,60,Male,China,1233.0,Manufacturing ,Solar panel materials
Antti Aarnio-wihuri,78,Male,Finland,1301.0,Diversified ,Diversified
S. Abraham,93,Male,Finland,1204.0,Food and Beverage ,Slim-fast
Joao Alves de queiroz filho,65,Male,Finland,1507.0,Diversified ,Pharmaceuticals
Mika Anttonen,51,Male,Finland,1287.0,Energy ,Oil & gas
Thor Bjorgolfsson,51,Male,Finland,1277.0,Diversified ,Investments
Andrei Bokarev,51,Male,Finland,1296.0,Manufacturing ,"Metals, mining"
Bernhard Braun-luedicke,41,Male,Germany,1265.0,Healthcare ,Medical technology
Eva Braun-luedicke,30,Female,Germany,1266.0,Healthcare ,Medical technology
Friederike Braun-luedicke,33,Female,Germany,1267.0,Healthcare ,Medical technology
Ron Burkle,65,Male,United States,1067.0,Finance and Investments ,"Supermarkets, investments"
Vivek Burman,81,Male,United States,1146.0,Food and Beverage ,Consumer goods
Chen Chen,82,Male,United States,1276.0,Real Estate ,Real estate
James Clark,74,Male,United States,1153.0,Technology ,"Netscape, investments"
Christopher Cline,59,Male,United States,1262.0,Energy ,Coal
Alexandra Daitch,55,Female,United States,1220.0,Food and Beverage ,Cargill
Dong Dong,47,Male,People'S Republic Of China,799.0,Healthcare ,Pharmaceuticals
Fritz Draexlmaier,-9999,Male,Germany,1387.0,Automotive ,Auto parts
Glenn Dubin,61,Male,United States,1219.0,Finance and Investments ,Hedge funds
Robert Duggan,74,Male,United States,1257.0,Healthcare ,Pharmaceuticals
Jayme Garfinkel,72,Male,United States,1452.0,Finance and Investments ,Insurance
Sam Goi,69,Male,United States,1314.0,Food and Beverage ,Frozen foods
Thomas Hagen,82,Male,United States,1170.0,Finance and Investments ,Insurance
Carlos Hank rhon,70,Male,Mexico,1247.0,Diversified ,Banking
Christoph Henkel,60,Male,Mexico,1282.0,Fashion & Retail ,Consumer goods
Hu Hu,56,Male,China,895.0,Healthcare ,Pharmaceuticals
Huang Huang,56,Male,Hong Kong,917.0,Automotive ,Auto distribution
Ramesh Juneja,62,Male,Hong Kong,1346.0,Healthcare ,Pharmaceuticals
Bruce Karsh,62,Male,United States,1258.0,Finance and Investments ,Private equity
Henry Laufer,72,Male,United States,1237.0,Finance and Investments ,Hedge funds
Lee Lee,47,Female,South Korea,1339.0,Service ,"Computer services, tourism"
Lee Lee,58,Male,South Korea,1393.0,Diversified ,"Food products, entertainment"
Wolfgang Leitner,65,Male,South Korea,1355.0,Construction & Engineering ,Engineering
Li Li,51,Male,South Korea,584.0,Healthcare ,Biotech
Harald Link,63,Male,South Korea,1605.0,Diversified ,Diversified
Liu Liu,55,Male,China,858.0,Energy ,Natural gas distribution
Jeffrey Lurie,66,Male,China,1201.0,Sports ,Philadelphia eagles
Ma Ma,48,Male,China,1098.0,Healthcare ,Pharmaceuticals
Sarah Macmillan,64,Female,United States,1223.0,Food and Beverage ,Cargill
Howard Marks,72,Female,United States,1273.0,Finance and Investments ,Private equity
Miao Miao,63,Male,China,1270.0,Real Estate ,Real estate
Lachhman Mittal,87,Male,China,1427.0,Automotive ,Tractors
Mario Moretti polegato,65,Male,China,1326.0,Fashion & Retail ,Shoes
Vadim Moshkovich,51,Male,Russia,1179.0,Food and Beverage ,"Agriculture, land"
Mofatraj Munot,73,Male,Russia,1525.0,Real Estate ,Real estate
Jonathan Nelson,62,Male,Russia,1361.0,Finance and Investments ,Private equity
Florentino Perez,71,Male,Spain,1115.0,Construction & Engineering ,Construction
Chuchat Petaumpai,65,NaN,Spain,1477.0,Finance and Investments ,Motorcycle loans
Peter Peterson,92,Male,Spain,1477.0,Finance and Investments ,Investments
Arvind Poddar,60,Male,Spain,1308.0,Automotive ,Tires
Murdaya Poo,77,Male,Indonesia,1398.0,Diversified ,Diversified
Ren Ren,74,Male,Indonesia,1702.0,Telecom ,Telecom equipment
Antony Ressler,56,Male,United States,1235.0,Finance and Investments ,Finance
Francisco Riberas mera,54,Male,United States,1159.0,Manufacturing ,"Steel, autoparts"
Rodney Sacks,68,Male,United States,1357.0,Food and Beverage ,Energy drinks
Hilton Schlosberg,65,Male,United Kingdom,1335.0,Food and Beverage ,Energy drinks
Brian Sheth,42,Male,United Kingdom,1236.0,Finance and Investments ,Investments
Lucy Stitzer,58,Female,United States,1222.0,Food and Beverage ,Cargill
Su Su,69,Female,United States,1429.0,Real Estate ,"Utilities, real estate"
Satoshi Suzuki,64,Male,United States,1044.0,Fashion & Retail ,Cosmetics
Katherine Tanner,62,Female,United States,1221.0,Food and Beverage ,Cargill
Arvind Tiku,48,Female,India,1075.0,Energy ,"Oil & gas, investments"
Wang Wang,52,Male,India,1227.0,Manufacturing ,Hydraulic machinery
Wang Wang,69,Male,China,1428.0,Manufacturing ,Tires
Wei Wei,55,Male,China,1610.0,Real Estate ,Real estate
Amy Wyss,47,Female,China,1259.0,Healthcare ,Medical equipment
Jon Yarbrough,61,Male,United States,1240.0,Gambling & Casinos ,Video games
Vladimir Yevtushenkov,69,Male,Russia,1544.0,Telecom ,"Telecom, investments"
Charles Zegar,70,Male,United States,1124.0,Media & Entertainment ,Bloomberg lp
Zhu Zhu,56,Male,People'S Republic Of China,1224.0,Healthcare ,Pharmaceuticals
Saif Al ghurair,94,Male,People'S Republic Of China,1281.0,Diversified ,Diversified
Syed Albukhary,66,Male,People'S Republic Of China,1600.0,Diversified ,"Engineering, energy, construction"
Miriam Baumann-blocher,43,Female,People'S Republic Of China,1353.0,Manufacturing ,Chemicals
Albert Berner,82,Male,People'S Republic Of China,1328.0,Manufacturing ,Fasteners
Thomas Bruch,68,Male,People'S Republic Of China,1369.0,Fashion & Retail ,Retail
Chang Chang,99,Male,Singapore,1330.0,Logistics ,Shipping
Kiat Chiaravanont,-9999,Male,Thailand,1358.0,Diversified ,Diversified
Jean-paul Clozel,-9999,NaN,Thailand,1251.0,Healthcare ,Pharmaceuticals
Benjamin De rothschild,54,Male,Switzerland,1363.0,Finance and Investments ,Banking
James Dinan,59,Male,Switzerland,1171.0,Finance and Investments ,Hedge funds
Charles Edelstenne,80,Male,Switzerland,1072.0,Manufacturing ,Aviation
Bernd Freier,61,Male,Germany,1421.0,Fashion & Retail ,Fashion retail
Bill Gross,74,Male,United States,989.0,Finance and Investments ,Investments
Jeffrey Gundlach,59,Male,United States,1318.0,Finance and Investments ,Investments
Suat Gunsel,65,Male,United States,1400.0,Real Estate ,"Real estate, education"
Shmuel Harlap,73,Male,United States,1298.0,Automotive ,Automotive
Roberto Hernandez ramirez,76,Male,United States,1311.0,Finance and Investments ,Banking
Johannes Kaercher,67,Male,United States,1572.0,Manufacturing ,"Vacuums, cleaning products"
Friedrich Knapp,67,Male,Germany,1422.0,Fashion & Retail ,Fashion retail
Lee Lee,74,Female,South Korea,1190.0,Fashion & Retail ,Retail
Lee Lee,44,Female,South Korea,1418.0,Diversified ,"Computer services, tourism"
Liang Liang,56,Female,People'S Republic Of China,1774.0,Metals & Mining ,Cobalt mining
Liao Liao,65,Female,People'S Republic Of China,1215.0,Manufacturing ,Petrochemicals
Lin Lin,89,Male,Taiwan,1216.0,Manufacturing ,Petrochemicals
Yasseen Mansour,56,Male,Egypt,1268.0,Diversified ,Diversified
David Nahmad,71,Male,Egypt,1325.0,Fashion & Retail ,Art collection
Alexander Nesis,55,Male,Egypt,1347.0,Finance and Investments ,"Metals, banking, fertilizers"
Nandan Nilekani,63,Male,Egypt,1307.0,Technology ,Software services
Ranjan Pai,45,Male,Egypt,1323.0,Service ,Education
Park Park,59,Male,Egypt,1382.0,Finance and Investments ,Mutual funds
Jennifer Pritzker,67,Male,United States,1272.0,Service ,"Hotels, investments"
Qiu Qiu,56,Male,United States,1395.0,Manufacturing ,Hand tools
Megdet Rahimkulov,72,Male,United States,1491.0,Finance and Investments ,Investments
Vito Rodriguez rodriguez,79,Male,Peru,1515.0,Diversified ,Processed milk
Stephen Rubin,81,Male,Peru,1184.0,Fashion & Retail ,Sports apparel
Remo Ruffini,56,Male,Peru,938.0,Fashion & Retail ,Winter jackets
Erik Selin,51,Male,Peru,1253.0,Real Estate ,Real estate
Peter Sondakh,68,Male,Indonesia,1329.0,Finance and Investments ,Investments
Alan Trefler,62,Male,Indonesia,1077.0,Technology ,Software
Tseng Tseng,90,Male,Taiwan,1217.0,Manufacturing ,Petrochemicals
Masateru Uno,71,Male,Taiwan,1082.0,Fashion & Retail ,Drugstores
Wang Wang,56,Male,Taiwan,1340.0,Metals & Mining ,Steel smelting
Evan Williams,46,Male,United States,1047.0,Technology ,Twitter
Gustav Witzoe,24,Male,United States,945.0,Food and Beverage ,Fish farming
Horst Wortmann,77,Male,United States,1406.0,Fashion & Retail ,Footwear
Xiao Xiao,53,Male,People'S Republic Of China,1604.0,Diversified ,Fertilizer
Xie Xie,57,Male,People'S Republic Of China,1313.0,Finance and Investments ,Investments
Xue Xue,59,Male,China,1230.0,Technology ,Software
Yuan Yuan,54,Male,China,1456.0,Fashion & Retail ,"Retail, investments"
Robin Zeng,50,Male,China,1292.0,Energy ,Batteries
Zhang Zhang,68,Male,China,1286.0,Diversified ,Valves
Zhang Zhang,46,Male,China,1567.0,Fashion & Retail ,Supermarket
Zheng Zheng,56,Male,China,1303.0,Diversified ,Investments
Zhou Zhou,56,Male,China,1331.0,Real Estate ,Real estate
Susanne von  Zimmermann von siefart ,61,Female,China,1573.0,Manufacturing ,"Vacuums, home cleaning products"
Aras Agalarov,62,Female,Russia,1432.0,Fashion & Retail ,Real estate
Maurice Alter,93,Female,Russia,1261.0,Real Estate ,Real estate
An An,69,Male,Russia,1134.0,Healthcare ,Pharmaceuticals
Alex Beard,50,Male,United Kingdom,1320.0,Metals & Mining ,"Mining, commodities"
Nicolas Berggruen,56,Male,United States,1370.0,Finance and Investments ,Investments
Vladimir Bogdanov,67,Male,United States,1440.0,Energy ,Oil
Julio Bozano,82,Male,United States,1376.0,Finance and Investments ,Banking
Anna Braun,39,Female,United States,1448.0,Healthcare ,Medical technology
Johanna Braun,38,Female,United States,1449.0,Healthcare ,Medical technology
Karl Braun,34,Male,United States,1450.0,Healthcare ,Medical technology
Anand Burman,66,Male,United States,1284.0,Food and Beverage ,Consumer goods
Edouard Carmignac,70,Male,United States,1410.0,Finance and Investments ,Asset management
Chen Chen,47,Male,China,1332.0,Manufacturing ,Chemicals
Cheung Cheung,61,Female,China,1337.0,Manufacturing ,Paper manufacturing
Chung Chung,66,Male,South Korea,1848.0,Manufacturing ,"Shipbuilding, industrial machines"
Jack Cowin,75,Male,South Korea,1334.0,Food and Beverage ,Fast food
Cui Cui,60,Male,South Korea,1505.0,Manufacturing ,Electric components
Kommer Damen,74,Male,South Korea,1521.0,Manufacturing ,Shipbuilding
Diego Della valle,64,Male,Italy,1476.0,Fashion & Retail ,Shoes
Dou Dou,65,Male,Italy,1356.0,Diversified ,"Energy, chemicals"
N. Edwards,58,Male,Canada,1481.0,Energy ,Oil & gas
Gabriel Escarrer,83,Male,Spain,1291.0,Service ,Hotels
Clement Fayat,86,Male,France,1475.0,Construction & Engineering ,Construction
James France,73,Male,United States,1351.0,Sports ,"Nascar, racing"
Senapathy Gopalakrishnan,63,Male,United States,1295.0,Technology ,Software services
David Harding,56,Male,United States,1374.0,Finance and Investments ,Finance
Stewart Horejsi,80,Male,United States,1373.0,Finance and Investments ,Berkshire hathaway
Huang Huang,53,Male,China,1725.0,Real Estate ,Real estate
Hamilton James,66,Male,United States,1345.0,Finance and Investments ,Investments
John Kapoor,74,Male,United States,1716.0,Healthcare ,Healthcare
William Lauder,58,Male,United States,1234.0,Fashion & Retail ,Estee lauder
Li Li,51,Male,United States,1245.0,Healthcare ,Pharmaceuticals
Willy Michel,71,Male,United States,1434.0,Healthcare ,Medical devices
Masahiro Noda,79,Male,United States,1246.0,Technology ,Software
Gregorio Perez companc,82,Male,United States,1463.0,Energy ,Oil & gas
Linda Pritzker,64,Female,United States,1372.0,Service ,"Hotels, investments"
Qin Qin,50,Female,United States,1483.0,Media & Entertainment ,Movie theaters
Matthias Reinhart,58,Female,United States,1293.0,Finance and Investments ,Finance
Brian Roberts,58,Female,United States,1471.0,Service ,Comcast
Alberto Roemmers,91,Male,Argentina,1615.0,Healthcare ,Pharmaceuticals
Gerald Schwartz,76,Male,Argentina,1411.0,Finance and Investments ,Finance
Thaksin Shinawatra,68,Male,Thailand,1341.0,Finance and Investments ,Investments
William Stone,63,Male,United States,1241.0,Technology ,Software
Petter Stordalen,55,Male,Norway,1365.0,Service ,Hotels
Julia Stoschek,43,Female,Norway,1533.0,Automotive ,Auto parts
Maximilian Stoschek,-9999,Female,Norway,1534.0,Automotive ,Auto parts
Sun Sun,68,Male,People'S Republic Of China,1522.0,Manufacturing ,Metals. coal
Ba Tran,58,Male,People'S Republic Of China,1390.0,Automotive ,Automotive
Hamdi Ulukaya,45,Male,Turkey,1384.0,Food and Beverage ,Greek yogurt
Wong Wong,56,Male,Turkey,1352.0,Manufacturing ,Building materials
Wu Wu,48,Female,Turkey,925.0,Healthcare ,Pharmaceuticals
Xu Xu,52,Male,Turkey,1409.0,Healthcare ,Medical devices
Yang Yang,67,Male,Turkey,1161.0,Real Estate ,Real estate
Yao Yao,53,Male,China,1271.0,Food and Beverage ,Beverages
Sheng Zhong,60,Male,Singapore,1359.0,Real Estate ,Real estate
Marcel Adams,97,Male,Canada,1447.0,Real Estate ,Real estate
Herbert Allen,78,Male,United States,1419.0,Finance and Investments ,Investment banking
Michael Ashcroft,72,Male,United States,1417.0,Finance and Investments ,Security
Roman Avdeev,50,Male,United States,1527.0,Finance and Investments ,"Banking, development"
Emilio Azcarraga jean,50,Male,United States,1468.0,Media & Entertainment ,Tv broadcasting
Sezai Bacaksiz,68,Male,United States,1541.0,Diversified ,Diversified
Lesley Bamberger,53,Male,Netherlands,1464.0,Real Estate ,Real estate
Angela Bennett,74,Male,Netherlands,1416.0,Metals & Mining ,Mining
Hubertus Benteler,71,Male,Netherlands,1547.0,Automotive ,Auto parts
Ludwig Braun,27,Male,Netherlands,1489.0,Healthcare ,Medical technology
Nicola Bulgari,77,Male,Netherlands,1364.0,Fashion & Retail ,Luxury goods
Paolo Bulgari,80,Male,Italy,1310.0,Fashion & Retail ,Luxury goods
Chen Chen,48,Male,China,1855.0,Logistics ,Package delivery
Tony Chen,49,Male,China,1226.0,Technology ,Eletronics
Chen Chen,67,Male,China,1343.0,Healthcare ,Pharmaceuticals
Luigi Cremonini,79,Male,Italy,1401.0,Food and Beverage ,Meat processing
Dominique Desseigne,73,Male,Italy,1503.0,Gambling & Casinos ,Casinos
Sefik Dizdar,80,Male,Turkey,1682.0,Fashion & Retail ,Fashion retail
Domenico Dolce,59,Male,Italy,1552.0,Fashion & Retail ,Luxury goods
Pavel Durov,32,Male,Russia,1426.0,Technology ,Messaging app
John Farber,92,Male,Russia,1457.0,Manufacturing ,Chemicals
Robert Fisher,64,Male,Russia,1386.0,Service ,Gap
William Fisher,61,Male,United States,1362.0,Fashion & Retail ,Gap
Stefano Gabbana,55,Male,United States,1528.0,Fashion & Retail ,Luxury goods
Rolf Gerling,63,Male,United States,1462.0,Finance and Investments ,Insurance
Serge Godin,68,Male,United States,1289.0,Technology ,Information technology
Sergei Gordeev,45,Male,Russia,1470.0,Real Estate ,Real estate
Mehmet Gunal,70,Male,Russia,1659.0,Diversified ,"Tourism, construction"
Yusuf Hamied,81,Male,Russia,1526.0,Healthcare ,Pharmaceuticals
Gerry Harvey,78,Male,Russia,1693.0,Fashion & Retail ,Retail
Timothy Headington,68,Male,Russia,1391.0,Energy ,"Oil & gas, investments"
Huang Huang,59,Male,Russia,1451.0,Real Estate ,Real estate
Huo Huo,57,Male,Russia,1472.0,Energy ,Coal
Devendra Jain,89,Male,Russia,1601.0,Manufacturing ,Chemicals
Jiang Jiang,67,Male,China,1585.0,Automotive ,Auto parts
Jim Justice,67,Male,China,1306.0,Metals & Mining ,Coal
Kim Kim,73,Male,China,1486.0,Diversified ,Diversified
William Koch,78,Male,United States,1402.0,Energy ,"Oil, investments"
Anthony Langley,63,Male,United Kingdom,1460.0,Diversified ,Manufacturing
Marc Lasry,57,Male,United Kingdom,1436.0,Finance and Investments ,Hedge funds
Peter Leibinger,51,Male,Germany,1562.0,Manufacturing ,Machine tools
Regine Leibinger,55,Female,Germany,1563.0,Manufacturing ,Machine tools
Li Li,68,Male,Germany,1264.0,Manufacturing ,Construction equipment
David Lichtenstein,56,Male,Germany,1424.0,Real Estate ,Real estate
Lim Lim,74,Male,Germany,1469.0,Energy ,Oil trading
Liu Liu,55,Male,Germany,1397.0,Manufacturing ,Paper manufacturing
Ma Ma,47,Female,China,1280.0,Manufacturing ,Led lighting
Prayudh Mahagitsiri,72,Female,China,1487.0,Food and Beverage ,"Coffee, shipping"
Anand Mahindra,63,Female,China,1254.0,Automotive ,Automobiles
Kishore Mariwala,83,Male,China,1336.0,Food and Beverage ,Consumer goods
Craig Mccaw,68,Male,United States,1385.0,Telecom ,Telecom
Miguel Mckelvey,43,Male,United States,1404.0,Real Estate ,Wework
Vincent Mcmahon,72,Male,United States,871.0,Sports ,Wrestling
David Mcmurtry,78,Male,United States,1317.0,Manufacturing ,Manufacturing
Gary Michelson,69,Male,United States,1425.0,Healthcare ,Medical patents
Massimo Moratti,73,Male,Italy,1379.0,Energy ,Oil refinery
Farhad Moshiri,63,Male,Italy,1420.0,Diversified ,Diversified
Jerry Moyes,74,Male,United States,1603.0,Logistics ,Transportation
Charles Munger,94,Male,United States,1459.0,Finance and Investments ,Berkshire hathaway
Kerr Neilson,68,Male,Australia,1635.0,Finance and Investments ,Investment
Ou Ou,54,Male,Australia,1342.0,Real Estate ,Real estate
Nihat Ozdemir,68,Male,Turkey,1540.0,Diversified ,Diversified
Pan Pan,54,Male,China,1438.0,Real Estate ,Real estate
Park Park,72,Male,China,914.0,Manufacturing ,Sneakers
Nelson Peltz,76,Male,China,1433.0,Finance and Investments ,Investments
Roger Penske,81,Male,United States,1319.0,Automotive ,Cars
Qi Qi,56,Male,United States,1785.0,Real Estate ,Real estate
Qi Qi,48,Male,United States,1309.0,Technology ,Financial information
Theodore Rachmat,74,Male,Indonesia,1566.0,Diversified ,Diversified
Juan Riberas mera,49,Male,Indonesia,1367.0,Metals & Mining ,Steel
Vijay Sharma,40,Male,India,1407.0,Service ,Financial technology
Konstantin Strukov,59,Male,India,1445.0,Metals & Mining ,"Gold, coal mining"
Henry Swieca,61,Male,United States,1403.0,Finance and Investments ,Hedge funds
Wichai Thongtang,71,Male,United States,1348.0,Real Estate ,Investments
Torsten Toeller,52,Male,United States,1538.0,Fashion & Retail ,Pet food
Roman Trotsenko,47,Male,United States,1482.0,Logistics ,"Transport, engineering, real estate"
Todd Wagner,57,Male,United States,1437.0,Media & Entertainment ,Online media
Wang Wang,62,Male,China,1444.0,Real Estate ,Real estate
Wang Wang,52,Male,China,1413.0,Manufacturing ,Electrical equipment
John Whittaker,76,Male,Uk,1488.0,Real Estate ,Real estate
Wu Wu,56,Male,Uk,1360.0,Healthcare ,Medical equipment
Xu Xu,54,Male,Uk,1710.0,Diversified ,"Food, art"
Zhang Zhang,48,Female,China,1576.0,Logistics ,Logistics
Melih Abdulhayoglu,50,Male,China,1500.0,Technology ,Internet security
Radhe Agarwal,73,Male,India,1597.0,Fashion & Retail ,Consumer goods
Mohamed Al fayed,89,Male,Egypt,1497.0,Fashion & Retail ,"Retail, investments"
Faisal Al thani,70,Male,Qatar,1435.0,Diversified ,"Hotels, diversified"
William Austin,76,Male,United States,1430.0,Manufacturing ,Hearing aids
Louis Bacon,61,Male,United States,1499.0,Finance and Investments ,Hedge funds
Achal Bakeri,58,Male,India,1701.0,Manufacturing ,Air coolers
Othman Benjelloun,85,Male,India,1575.0,Finance and Investments ,"Banking, insurance"
William Berkley,71,Male,United States,1405.0,Finance and Investments ,Insurance
Aneel Bhusri,52,Male,United States,1399.0,Technology ,Business software
O. Biondi,53,Male,United States,1501.0,Finance and Investments ,Hedge funds
John Bloor,75,Male,United States,1510.0,Diversified ,"Real estate, manufacturing"
David Booth,72,Male,United States,1502.0,Finance and Investments ,Mutual funds
Cai Cai,48,Male,United States,1839.0,Technology ,Photo sharing app
Ahmet Calik,60,Male,Turkey,1722.0,Diversified ,"Energy, banking, construction"
Michel Chalhoub,86,Male,Turkey,1906.0,Fashion & Retail ,Retail
Chen Chen,41,Male,Turkey,1968.0,Logistics ,Package delivery
Cho Cho,59,Male,Turkey,1768.0,Finance and Investments ,Finance
Turgay Ciner,62,Male,Turkey,1782.0,Diversified ,Diversified
Steve Conine,45,Male,United States,1209.0,Technology ,Online retail
Jacques D'amours,61,Male,Canada,1625.0,Fashion & Retail ,Retail
Robert Defares,56,Male,Canada,1590.0,Finance and Investments ,Electronic trading
Alexander Dzhaparidze,62,Male,Canada,1530.0,Energy ,Oil services
Stephen Feinberg,58,Male,United States,1529.0,Finance and Investments ,Private equity
Paul Foster,60,Male,United States,1315.0,Energy ,Oil refining
Mario Gabelli,76,Male,United States,1392.0,Finance and Investments ,Money management
Marcos Galperin,-9999,Male,United States,1703.0,Technology ,E-commerce
Radhe Goenka,72,Male,United States,1598.0,Fashion & Retail ,Consumer goods
Christopher Goldsbury,75,Male,United States,1511.0,Food and Beverage ,Salsa
Stelios Haji-ioannou,51,Male,United States,1474.0,Service ,Easyjet
Ilkka Herlin,59,Male,United States,1520.0,Manufacturing ,"Elevators, escalators"
Brian Higgins,53,Male,United States,1498.0,Finance and Investments ,Hedge funds
Stephen Jarislowsky,92,Male,United States,1545.0,Finance and Investments ,Money management
Michael Jordan,55,Male,United States,1458.0,Sports ,"Charlotte hornets, endorsements"
Kenji Kasahara,42,Male,Japan,2113.0,Technology ,Social network
Kim Kim,51,Male,Japan,1568.0,Gambling & Casinos ,Online games
Edward Lampert,55,Male,Japan,1350.0,Finance and Investments ,Sears
Thomas Lau,64,Male,Japan,1037.0,Fashion & Retail ,Department stores
Thai Lee,59,Male,Japan,1238.0,Technology ,It provider
Lei Lei,65,Female,China,1478.0,Healthcare ,Pharmaceuticals
Li Li,54,Male,People'S Republic Of China,1189.0,Healthcare ,Pharmaceuticals
Li Li,61,Male,People'S Republic Of China,1324.0,Diversified ,"Steel, diversified"
Liu Liu,54,Male,China,1788.0,Food and Beverage ,Agribusiness
Pier Loro piana,66,Male,China,1593.0,Fashion & Retail ,Fashion
Billy Mccombs,90,Male,China,1453.0,Diversified ,"Real estate, oil, cars, sports"
Gian Moratti,81,Male,Italy,1453.0,Energy ,Oil refinery
Manuel Moroun,91,Male,United States,1388.0,Logistics ,Transportation
Robert Mouawad,73,Male,Lebanon,1506.0,Service ,Fine jewelry
Marius Nacht,52,Male,Lebanon,1509.0,Technology ,Software
Ni Ni,61,Male,Lebanon,1666.0,Manufacturing ,Appliances
Lirio Parisotto,64,Male,Lebanon,1685.0,Finance and Investments ,Investments
Karl-johan Persson,43,Male,Lebanon,1654.0,Fashion & Retail ,H&m
Tom Persson,32,Male,Sweden,1656.0,Fashion & Retail ,H&m
Dmitry Pumpyansky,54,Male,Russia,1558.0,Metals & Mining ,Steel pipes
Ruan Ruan,82,Male,China,1415.0,Manufacturing ,Chemicals
Jean Salata,52,Male,China,1461.0,Finance and Investments ,Finance
Sheryl Sandberg,48,Male,China,1531.0,Technology ,Facebook
Niraj Shah,44,Male,China,1210.0,Technology ,Online retail
Shin Shin,68,Male,China,2087.0,Healthcare ,Pharmaceuticals
Ben Silbermann,34,Male,China,1516.0,Technology ,Pinterest
Charlotte Soderstrom,41,Male,Sweden,1657.0,Fashion & Retail ,H&m
Thomas Steyer,60,Male,United States,1485.0,Finance and Investments ,Hedge funds
Su Su,49,Male,United States,1835.0,Energy ,"Oil, fertilizers"
David Teoh,62,Male,United States,1806.0,Telecom ,Telecoms
Wang Wang,61,Male,People'S Republic Of China,1550.0,Manufacturing ,Chemicals
Wang Wang,51,Male,China,1327.0,Technology ,Lighting
Charlotte Weber,75,Female,United States,1587.0,Food and Beverage ,Campbell soup
Wei Wei,65,Female,United States,1423.0,Food and Beverage ,"Food, beverages"
Yin-chun Wei,61,Male,Taiwan,1368.0,Food and Beverage ,"Food, beverages"
Wei Wei,59,Male,Taiwan,1371.0,Food and Beverage ,"Food, beverages"
Wei Wei,63,Male,Taiwan,1389.0,Food and Beverage ,"Food, beverages"
